"","Target","Advice","Condition","GiverID","GiverGender","intChoice","Treatment","Score","TarGender","ExpectedBonus"
"94","577f70d1454e5400015f1845",0,"E","63d7f3f795d4674597d533a1","Male",1,"High",4,"Male",0
"95","577f70d1454e5400015f1845",0,"E","58b20110c2cfc500016b11c7","Male",1,"High",4,"Male",0
"96","577f70d1454e5400015f1845",0,"E","5f6136ff23e5260b6cf1f33c","Other",1,"High",4,"Male",0
"97","577f70d1454e5400015f1845",1,"E","65da4bbc13330ddc1255eaa8","Female",1,"High",4,"Male",0
"98","577f70d1454e5400015f1845",0,"None","5d23fdc64d4283001b291f54","Male",1,"High",4,"Male",0
"99","577f70d1454e5400015f1845",0,"None","65ff0f25be498d4a99159934","Female",1,"High",4,"Male",0
"100","577f70d1454e5400015f1845",0,"None","65dfbfcbf70fbc2abebd92b9","Female",1,"High",4,"Male",0
"101","577f70d1454e5400015f1845",0,"E","663650c863e3ce75da1f65e5","Female",1,"High",4,"Male",0
"102","584626b7e0ba710001a47438",0,"None","5f8001ebabc31a000c257ccc","Male",1,"High",4,"Male",0
"103","584626b7e0ba710001a47438",0,"None","663a2b7a2e77ae6ce6eb82c9","Male",1,"High",4,"Male",0
"104","584626b7e0ba710001a47438",0,"None","66339cc7d05e27f34b2847cd","Female",1,"High",4,"Male",0
"105","584626b7e0ba710001a47438",0,"None","65a3184e93a00fa46c03dbe1","Female",1,"High",4,"Male",0
"106","584626b7e0ba710001a47438",0,"None","64a817b8fc791ab9252ad87e","Female",1,"High",4,"Male",0
"107","584626b7e0ba710001a47438",0,"E","5e58888641c3660a306c9c3f","Female",1,"High",4,"Male",0
"108","584626b7e0ba710001a47438",0,"None","64d53aae0f3f7317f6eb617e","Male",1,"High",4,"Male",0
"109","584626b7e0ba710001a47438",0,"E","5ef558cec16df81bb0943005","Female",1,"High",4,"Male",0
"110","584626b7e0ba710001a47438",0,"None","6630f49f0082170089c6f2d1","Female",1,"High",4,"Male",0
"111","584626b7e0ba710001a47438",0,"E","66475a21e13193aa76321db2","Female",1,"High",4,"Male",0
"112","584626b7e0ba710001a47438",0,"None","663289d2ea60c60d5f0b83b3","Female",1,"High",4,"Male",0
"113","584626b7e0ba710001a47438",0,"E","5ca25f7048f78e0018fdac10","Male",1,"High",4,"Male",0
"114","584626b7e0ba710001a47438",0,"E","659f6995496dc58d821a8cfe","Female",1,"High",4,"Male",0
"115","584626b7e0ba710001a47438",1,"None","66087779533f1a209a98e0d8","Male",1,"High",4,"Male",0
"116","584626b7e0ba710001a47438",0,"None","66293ae63c9cc1e48e88d67c","Female",1,"High",4,"Male",0
"117","584626b7e0ba710001a47438",0,"None","579937134d107800016dd569","Female",1,"High",4,"Male",0
"118","584626b7e0ba710001a47438",0,"E","610008383c0a128712403745","Female",1,"High",4,"Male",0
"119","584626b7e0ba710001a47438",0,"None","66343bc1b0606dd38f25a311","Female",1,"High",4,"Male",0
"120","584626b7e0ba710001a47438",0,"E","6633b252f18033398ce9a02c","Female",1,"High",4,"Male",0
"121","584626b7e0ba710001a47438",0,"E","6632dfe97b497b79ca14e2b1","Female",1,"High",4,"Male",0
"122","584626b7e0ba710001a47438",0,"E","6544fd84cf4e51f1de212e54","Female",1,"High",4,"Male",0
"123","584626b7e0ba710001a47438",0,"E","66324192b42e6c1608a6a659","Male",1,"High",4,"Male",0
"124","584626b7e0ba710001a47438",0,"None","660335f171198b624871af48","Female",1,"High",4,"Male",0
"125","584626b7e0ba710001a47438",0,"None","65ca7b52b557f4aa965301ef","Female",1,"High",4,"Male",0
"126","584626b7e0ba710001a47438",0,"None","652007aa8bf93729d6829f67","Female",1,"High",4,"Male",0
"127","584626b7e0ba710001a47438",0,"E","60a2743299a0c895f50925f4","Female",1,"High",4,"Male",0
"128","584626b7e0ba710001a47438",0,"None","661cdc4b515c2b21fe82b9d1","Male",1,"High",4,"Male",0
"129","584626b7e0ba710001a47438",0,"None","65fb4b6b2aa6098a005ada8e","Male",1,"High",4,"Male",0
"130","584626b7e0ba710001a47438",0,"E","662aca04169412ae36fb7d60","Male",1,"High",4,"Male",0
"131","584626b7e0ba710001a47438",0,"None","5d23fdc64d4283001b291f54","Male",1,"High",4,"Male",0
"132","584626b7e0ba710001a47438",0,"E","660b1a5dd2c1a626cc817581","Male",1,"High",4,"Male",0
"133","584626b7e0ba710001a47438",0,"E","5e1f938b06121f2be0d1ead4","Female",1,"High",4,"Male",0
"134","584626b7e0ba710001a47438",0,"None","6642864514779d1334695e65","Female",1,"High",4,"Male",0
"135","584626b7e0ba710001a47438",0,"None","65ff0f25be498d4a99159934","Female",1,"High",4,"Male",0
"136","584626b7e0ba710001a47438",0,"E","6630e75a1f3d3083c3fd00fc","Female",1,"High",4,"Male",0
"137","584626b7e0ba710001a47438",0,"None","66378406d260753b88b40c92","Male",1,"High",4,"Male",0
"138","584626b7e0ba710001a47438",1,"None","659800a245ddb575f6bb4d15","Female",1,"High",4,"Male",0
"139","584626b7e0ba710001a47438",0,"E","6630e52f47856ff93ed2df84","Female",1,"High",4,"Male",0
"140","584626b7e0ba710001a47438",0,"None","60ff0cdb838c0da9d40d21c5","Female",1,"High",4,"Male",0
"141","584626b7e0ba710001a47438",0,"E","6078d70bf4ca7cf039229d11","Female",1,"High",4,"Male",0
"142","584626b7e0ba710001a47438",0,"E","663ada244dd85eeecc453673","Female",1,"High",4,"Male",0
"143","584626b7e0ba710001a47438",0,"E","6645621354cd60cce6062edf","Male",1,"High",4,"Male",0
"144","584626b7e0ba710001a47438",0,"E","6478e5fc76f5ecbc4f0ed353","Male",1,"High",4,"Male",0
"145","584626b7e0ba710001a47438",0,"None","5977466b68264c0001c49088","Male",1,"High",4,"Male",0
"146","584626b7e0ba710001a47438",0,"None","661c00717f3c9c81c132d2b0","Male",1,"High",4,"Male",0
"147","584626b7e0ba710001a47438",0,"None","5f2c4d9ec221140edf238051","Female",1,"High",4,"Male",0
"148","584626b7e0ba710001a47438",0,"None","65a6be61ac970b4442c15790","Female",1,"High",4,"Male",0
"149","584626b7e0ba710001a47438",0,"E","661bdecf9e99ae19dde2a686","Male",1,"High",4,"Male",0
"150","584626b7e0ba710001a47438",0,"None","663c1db6050ff8907df7909a","Male",1,"High",4,"Male",0
"151","584626b7e0ba710001a47438",0,"E","6637c7d9fc91cd7d5c8b0d49","Male",1,"High",4,"Male",0
"152","584626b7e0ba710001a47438",0,"None","663ba3506b0c52be41a62af4","Female",1,"High",4,"Male",0
"153","584626b7e0ba710001a47438",0,"None","5e618ba4c448bf06f7b3a2c9","Male",1,"High",4,"Male",0
"154","584626b7e0ba710001a47438",0,"None","5ce42b3454e33d001918923a","Male",1,"High",4,"Male",0
"155","584626b7e0ba710001a47438",0,"E","63d588deae210f070cd02269","Female",1,"High",4,"Male",0
"156","584626b7e0ba710001a47438",0,"None","66435d42b81638b50b83d38b","Male",1,"High",4,"Male",0
"157","584626b7e0ba710001a47438",0,"E","65d981ffb36a18fbabefefb4","Female",1,"High",4,"Male",0
"158","584626b7e0ba710001a47438",0,"E","6571af52592a29d0854f366e","Male",1,"High",4,"Male",0
"159","584626b7e0ba710001a47438",0,"E","6642f7890d6313d9298df0ab","Male",1,"High",4,"Male",0
"160","584626b7e0ba710001a47438",0,"None","66327a37b492ebe7bdaa5f69","Female",1,"High",4,"Male",0
"161","593444cd7f60d200011e5798",1,"E","64063ab4e87bbb62274cd0e6","Male",1,"Low",9,"Female",0
"162","593444cd7f60d200011e5798",1,"None","62fb84bfa8c3e01c5233192d","Female",1,"Low",9,"Female",0
"163","593444cd7f60d200011e5798",1,"E","65f54bfd77f3db0d47887b37","Female",1,"Low",9,"Female",0
"164","593444cd7f60d200011e5798",1,"E","663ccaf282d1943e1ba91821","Male",1,"Low",9,"Female",0
"165","593444cd7f60d200011e5798",1,"E","608cc945d87a9e15dcf958a5","Male",1,"Low",9,"Female",0
"166","593444cd7f60d200011e5798",1,"E","62348f3b53e65a4bfb7acd8b","Male",1,"Low",9,"Female",0
"167","593444cd7f60d200011e5798",1,"E","663309ca6d0c30877505b2d6","Male",1,"Low",9,"Female",0
"168","593444cd7f60d200011e5798",1,"E","5c570f52b45c6600010b6d1e","Other",1,"Low",9,"Female",0
"169","593444cd7f60d200011e5798",1,"E","5c961ee66357fb0001ef4b4a","Male",1,"Low",9,"Female",0
"170","593444cd7f60d200011e5798",1,"None","5b68d45687af3100015849a9","Female",1,"Low",9,"Female",0
"171","593444cd7f60d200011e5798",1,"None","58618ace73ee61000141816b","Female",1,"Low",9,"Female",0
"172","593444cd7f60d200011e5798",1,"E","662ee93d2b8c4a2443c1934a","Male",1,"Low",9,"Female",0
"173","593444cd7f60d200011e5798",1,"E","5be8eb4d40b06b0001372c77","Female",1,"Low",9,"Female",0
"174","593444cd7f60d200011e5798",1,"None","5d093f05c79e5a0016796b18","Male",1,"Low",9,"Female",0
"175","593444cd7f60d200011e5798",1,"E","6644b22d79694746ab639c02","Female",1,"Low",9,"Female",0
"176","593444cd7f60d200011e5798",1,"None","66293a3bac9b03d00e8a57e0","Female",1,"Low",9,"Female",0
"177","593444cd7f60d200011e5798",1,"None","655f9580ccb3840f6a221366","Female",1,"Low",9,"Female",0
"178","593444cd7f60d200011e5798",1,"E","6630fd6fc70f45525e94c657","Female",1,"Low",9,"Female",0
"179","593444cd7f60d200011e5798",1,"None","662ab80f395e74500f665f5c","Male",1,"Low",9,"Female",0
"180","593444cd7f60d200011e5798",1,"None","663a8a824533e51954651d7b","Male",1,"Low",9,"Female",0
"181","593444cd7f60d200011e5798",1,"None","5b20fb104c72120001f26359","Male",1,"Low",9,"Female",0
"182","593444cd7f60d200011e5798",1,"E","570fa921f895a7000f38ca6f","Female",1,"Low",9,"Female",0
"183","593444cd7f60d200011e5798",1,"E","663bc78820f8922207fbb91a","Female",1,"Low",9,"Female",0
"184","593444cd7f60d200011e5798",1,"E","66463bccf9debda82bf4a1b5","Other",1,"Low",9,"Female",0
"185","593444cd7f60d200011e5798",1,"None","662966f0b2169f8047af1345","Female",1,"Low",9,"Female",0
"186","593444cd7f60d200011e5798",1,"None","5ec738ce3c7fd317a72dcfe6","Male",1,"Low",9,"Female",0
"187","593444cd7f60d200011e5798",1,"E","65cb85708518a954f8158de2","Female",1,"Low",9,"Female",0
"188","593444cd7f60d200011e5798",1,"E","6436271f6ff817660ede859b","Male",1,"Low",9,"Female",0
"189","593444cd7f60d200011e5798",1,"None","5b9dd322f074140001050095","Female",1,"Low",9,"Female",0
"190","593444cd7f60d200011e5798",1,"E","663d2abecbff76454bdd5b6c","Female",1,"Low",9,"Female",0
"191","593444cd7f60d200011e5798",1,"E","662958eb81091be0624ab054","Female",1,"Low",9,"Female",0
"192","593444cd7f60d200011e5798",1,"E","5f286e5b0e308218f22dc145","Male",1,"Low",9,"Female",0
"193","593444cd7f60d200011e5798",1,"E","633dcb03b88c879182663618","Male",1,"Low",9,"Female",0
"194","593444cd7f60d200011e5798",0,"None","6109a66db48589848ab86172","Female",1,"Low",9,"Female",0
"195","593444cd7f60d200011e5798",1,"None","5e67fe18d9ea830a49772a67","Female",1,"Low",9,"Female",0
"196","593444cd7f60d200011e5798",1,"None","6610a177f1857159ab6ff983","Female",1,"Low",9,"Female",0
"197","593444cd7f60d200011e5798",1,"None","5f13b237c08bc13e4ef2e760","Female",1,"Low",9,"Female",0
"198","593444cd7f60d200011e5798",1,"E","664657f0bf9097fe3c295ee3","Female",1,"Low",9,"Female",0
"199","593444cd7f60d200011e5798",1,"None","662d57d09714cf1c25756326","Male",1,"Low",9,"Female",0
"200","593444cd7f60d200011e5798",1,"None","6634f75473662745cf77ac53","Female",1,"Low",9,"Female",0
"201","593444cd7f60d200011e5798",1,"None","6432bd368b24951a9e92714d","Female",1,"Low",9,"Female",0
"202","593444cd7f60d200011e5798",1,"E","5ceb685da7afdc00166f8391","Male",1,"Low",9,"Female",0
"203","593444cd7f60d200011e5798",1,"None","6629497a938b0963356f7002","Female",1,"Low",9,"Female",0
"204","593444cd7f60d200011e5798",1,"None","66293cc1dcfaa310dd0f711b","Male",1,"Low",9,"Female",0
"205","593444cd7f60d200011e5798",1,"None","65cd505d9ba7450b9be3d6f7","Female",1,"Low",9,"Female",0
"206","593444cd7f60d200011e5798",1,"E","6642f7890d6313d9298df0ab","Male",1,"Low",9,"Female",0
"207","593444cd7f60d200011e5798",1,"None","5a6b53f3e70ca900017ab75a","Female",1,"Low",9,"Female",0
"208","5974561734b844000168d1e0",0,"None","5e693502cec9061e5c76525a","Female",0,"Low",6,"Female",0
"209","5974561734b844000168d1e0",1,"None","6498cab408cf806c2e819ef7","Female",0,"Low",6,"Female",0
"210","5974561734b844000168d1e0",0,"None","663a8329da5425f7be1a6386","Male",0,"Low",6,"Female",0
"211","5974561734b844000168d1e0",1,"None","6643ac8b5817fd2a43298619","Female",0,"Low",6,"Female",0
"212","5974561734b844000168d1e0",0,"None","655fdd950e4ff12b601483a6","Female",0,"Low",6,"Female",0
"213","5974561734b844000168d1e0",0,"None","663fde3e73659900df145c7a","Female",0,"Low",6,"Female",0
"214","5974561734b844000168d1e0",0,"E","66465c6493351ad18e4176bc","Other",0,"Low",6,"Female",0
"215","5974561734b844000168d1e0",0,"E","64d90f1779f89b941cdc667f","Male",0,"Low",6,"Female",0
"216","5974561734b844000168d1e0",0,"E","6643dcdaee723e90ec897171","Female",0,"Low",6,"Female",0
"217","5974561734b844000168d1e0",1,"None","66294e49374a2a86d83b43eb","Female",0,"Low",6,"Female",0
"218","5974561734b844000168d1e0",1,"None","5ba286e8821f7600011d09f2","Female",0,"Low",6,"Female",0
"219","5974561734b844000168d1e0",1,"None","65e1e047e76804775faf85d7","Female",0,"Low",6,"Female",0
"220","5974561734b844000168d1e0",0,"None","663a68aa742bcff8b0f8c014","Female",0,"Low",6,"Female",0
"221","5974561734b844000168d1e0",0,"E","652965887d8a23695bc19e1e","Female",0,"Low",6,"Female",0
"222","5974561734b844000168d1e0",0,"E","60fdf6b3117c2aeb33f2dd99","Female",0,"Low",6,"Female",0
"223","5974561734b844000168d1e0",0,"None","5ec189f03d870d5ba617fcc4","Female",0,"Low",6,"Female",0
"224","5974561734b844000168d1e0",0,"E","663b911b5f8a5f3f42047bba","Female",0,"Low",6,"Female",0
"225","5974561734b844000168d1e0",1,"None","663e36ac904985495d25393f","Male",0,"Low",6,"Female",0
"226","5974561734b844000168d1e0",1,"E","6637ebf311ed635db81d56ae","Female",0,"Low",6,"Female",0
"227","5974561734b844000168d1e0",0,"None","6643a944889ec51cd5b816ed","Female",0,"Low",6,"Female",0
"228","5974561734b844000168d1e0",0,"None","6643ba417ef3ff7c9d9aa7da","Female",0,"Low",6,"Female",0
"229","5974561734b844000168d1e0",0,"E","6639551e854b263b3a6b00d0","Female",0,"Low",6,"Female",0
"230","5974561734b844000168d1e0",1,"None","60ff0cdb838c0da9d40d21c5","Female",0,"Low",6,"Female",0
"231","5974561734b844000168d1e0",1,"None","5ce42b3454e33d001918923a","Male",0,"Low",6,"Female",0
"232","5974561734b844000168d1e0",1,"None","66456f0c1d8c5235e898f872","Female",0,"Low",6,"Female",0
"233","5974561734b844000168d1e0",0,"E","65fdc444fe056e3293026d76","Female",0,"Low",6,"Female",0
"234","5974561734b844000168d1e0",0,"E","663b904366436f090b4b7704","Female",0,"Low",6,"Female",0
"235","5974561734b844000168d1e0",0,"E","5ea92954ef7ece00096faf5a","Female",0,"Low",6,"Female",0
"236","5974561734b844000168d1e0",1,"None","662cf9017b3c4d1b5366c308","Female",0,"Low",6,"Female",0
"237","5974561734b844000168d1e0",0,"E","662cbd2a407d4a8008adbd6b","Male",0,"Low",6,"Female",0
"238","5974561734b844000168d1e0",1,"None","611ee25a5e822685c6c43e0c","Female",0,"Low",6,"Female",0
"239","5974561734b844000168d1e0",1,"None","663abe859bcc3ea8ef9bbdf3","Female",0,"Low",6,"Female",0
"240","5974561734b844000168d1e0",0,"None","6616d543df78dcdb1c5764f0","Male",0,"Low",6,"Female",0
"241","5974561734b844000168d1e0",1,"None","663ace670bf220659ca4d93d","Male",0,"Low",6,"Female",0
"242","5974561734b844000168d1e0",1,"E","56ec9fa4f9ffc4000ac1941b","Male",0,"Low",6,"Female",0
"243","5974561734b844000168d1e0",1,"None","662ab80f395e74500f665f5c","Male",0,"Low",6,"Female",0
"244","5974561734b844000168d1e0",1,"E","66142a796088be4cd9bcf91f","Female",0,"Low",6,"Female",0
"245","5974561734b844000168d1e0",0,"E","65fa14080b0a6b8bbaf10a97","Female",0,"Low",6,"Female",0
"246","5974561734b844000168d1e0",0,"None","661e74ab1c19b177f9c5bb14","Male",0,"Low",6,"Female",0
"247","5974561734b844000168d1e0",1,"E","663e3c410b459e5c458c8199","Female",0,"Low",6,"Female",0
"248","5974561734b844000168d1e0",1,"None","663ce4e0481cec08d00ab105","Male",0,"Low",6,"Female",0
"249","5974561734b844000168d1e0",1,"E","663050f147aa2474876f6d12","Female",0,"Low",6,"Female",0
"250","5974561734b844000168d1e0",1,"E","66169176a1170e027efe5830","Male",0,"Low",6,"Female",0
"251","5974561734b844000168d1e0",1,"E","66475a21e13193aa76321db2","Female",0,"Low",6,"Female",0
"252","5974561734b844000168d1e0",0,"None","65ce599101c1b6d480607c5e","Female",0,"Low",6,"Female",0
